"Notes"	"Year"	"Year Code"	"County"	"County Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval	% of Total Deaths
	"2016"	"2016"	"Nassau County, NY"	"36059"	11017	1361500	809.181	794.071	824.291	572.695	561.602	583.788	1.196%
	"2016"	"2016"	"New York County, NY"	"36061"	9916	1643734	603.261	591.387	615.135	505.827	495.714	515.940	1.076%
	"2016"	"2016"	"Niagara County, NY"	"36063"	2441	211758	1152.731	1107.001	1198.461	830.348	796.265	864.432	0.265%
	"2016"	"2016"	"Oneida County, NY"	"36065"	2507	231190	1084.389	1041.941	1126.838	758.516	727.629	789.402	0.272%
	"2016"	"2016"	"Onondaga County, NY"	"36067"	4441	466194	952.608	924.590	980.625	738.058	715.628	760.489	0.482%
	"2016"	"2016"	"Ontario County, NY"	"36069"	1107	109828	1007.940	948.563	1067.316	718.273	674.478	762.067	0.120%
	"2016"	"2016"	"Orange County, NY"	"36071"	2768	379210	729.939	702.745	757.132	700.871	674.299	727.442	0.300%
	"2016"	"2016"	"Orleans County, NY"	"36073"	424	41346	1025.492	927.880	1123.105	796.111	718.591	873.631	0.046%
	"2016"	"2016"	"Oswego County, NY"	"36075"	1068	118987	897.577	843.745	951.409	780.901	732.945	828.857	0.116%
	"2016"	"2016"	"Otsego County, NY"	"36077"	583	60097	970.098	891.351	1048.846	674.750	616.956	732.544	0.063%
	"2016"	"2016"	"Putnam County, NY"	"36079"	712	98900	719.919	667.038	772.800	595.089	550.188	639.990	0.077%
	"2016"	"2016"	"Queens County, NY"	"36081"	14482	2333054	620.731	610.622	630.841	537.519	528.640	546.398	1.572%
	"2016"	"2016"	"Rensselaer County, NY"	"36083"	1484	160070	927.094	879.925	974.264	758.247	718.765	797.730	0.161%
	"2016"	"2016"	"Richmond County, NY"	"36085"	3710	476015	779.387	754.308	804.467	662.384	640.692	684.076	0.403%
	"2016"	"2016"	"Rockland County, NY"	"36087"	2265	326780	693.127	664.582	721.672	565.628	541.846	589.411	0.246%
	"2016"	"2016"	"St. Lawrence County, NY"	"36089"	992	110038	901.507	845.406	957.608	736.798	690.046	783.549	0.108%
	"2016"	"2016"	"Saratoga County, NY"	"36091"	1876	227053	826.239	788.850	863.628	656.198	625.808	686.588	0.204%
	"2016"	"2016"	"Schenectady County, NY"	"36093"	1520	154553	983.481	934.039	1032.924	724.578	686.760	762.396	0.165%
	"2016"	"2016"	"Schoharie County, NY"	"36095"	282	31317	900.469	795.370	1005.569	667.765	587.427	748.102	0.031%
	"2016"	"2016"	"Schuyler County, NY"	"36097"	217	18099	1198.961	1039.435	1358.487	820.260	707.328	933.192	0.024%
	"2016"	"2016"	"Seneca County, NY"	"36099"	374	34777	1075.423	966.430	1184.417	803.978	719.691	888.264	0.041%
	"2016"	"2016"	"Steuben County, NY"	"36101"	1000	96940	1031.566	967.629	1095.503	752.053	703.916	800.191	0.109%
	"2016"	"2016"	"Suffolk County, NY"	"36103"	12467	1492583	835.263	820.601	849.926	666.394	654.433	678.356	1.353%
	"2016"	"2016"	"Sullivan County, NY"	"36105"	770	74801	1029.398	956.688	1102.108	828.533	768.267	888.800	0.084%
	"2016"	"2016"	"Tioga County, NY"	"36107"	487	48760	998.769	910.063	1087.476	727.718	661.176	794.261	0.053%
	"2016"	"2016"	"Tompkins County, NY"	"36109"	712	104871	678.929	629.059	728.799	682.515	630.922	734.107	0.077%
	"2016"	"2016"	"Ulster County, NY"	"36111"	1764	179225	984.238	938.307	1030.169	718.167	683.367	752.968	0.191%
	"2016"	"2016"	"Warren County, NY"	"36113"	699	64567	1082.596	1002.339	1162.854	711.752	656.691	766.813	0.076%
	"2016"	"2016"	"Washington County, NY"	"36115"	636	61800	1029.126	949.143	1109.109	767.218	705.768	828.669	0.069%
	"2016"	"2016"	"Wayne County, NY"	"36117"	896	90798	986.806	922.191	1051.421	762.175	710.962	813.388	0.097%
	"2016"	"2016"	"Westchester County, NY"	"36119"	7135	974542	732.139	715.150	749.127	536.916	524.061	549.771	0.774%
	"2016"	"2016"	"Wyoming County, NY"	"36121"	383	40791	938.933	844.897	1032.968	780.314	700.630	859.998	0.042%
	"2016"	"2016"	"Yates County, NY"	"36123"	257	24923	1031.176	905.103	1157.249	748.373	653.627	843.120	0.028%
"Total"	"2016"	"2016"			154358	19745289	781.746	777.846	785.646	640.657	637.401	643.914	16.753%
	"2017"	"2017"	"Albany County, NY"	"36001"	2863	309612	924.706	890.833	958.578	710.260	683.413	737.107	0.311%
	"2017"	"2017"	"Allegany County, NY"	"36003"	494	46894	1053.440	960.543	1146.337	799.833	726.841	872.825	0.054%
	"2017"	"2017"	"Bronx County, NY"	"36005"	9481	1471160	644.457	631.485	657.430	637.400	624.416	650.384	1.029%
	"2017"	"2017"	"Broome County, NY"	"36007"	2149	193639	1109.797	1062.875	1156.720	763.726	729.746	797.705	0.233%
	"2017"	"2017"	"Cattaraugus County, NY"	"36009"	878	77348	1135.130	1060.044	1210.215	832.147	775.273	889.021	0.095%
	"2017"	"2017"	"Cayuga County, NY"	"36011"	768	77603	989.652	919.659	1059.646	702.740	651.169	754.311	0.083%
	"2017"	"2017"	"Chautauqua County, NY"	"36013"	1555	129046	1204.997	1145.104	1264.890	799.976	758.494	841.458	0.169%
	"2017"	"2017"	"Chemung County, NY"	"36015"	1070	85557	1250.628	1175.692	1325.565	896.420	840.908	951.931	0.116%
	"2017"	"2017"	"Chenango County, NY"	"36017"	561	47863	1172.095	1075.103	1269.088	806.433	737.206	875.659	0.061%
	"2017"	"2017"	"Clinton County, NY"	"36019"	682	80980	842.183	778.975	905.391	688.840	636.177	741.502	0.074%
	"2017"	"2017"	"Columbia County, NY"	"36021"	712	60604	1174.840	1088.543	1261.137	726.918	670.036	783.800	0.077%
	"2017"	"2017"	"Cortland County, NY"	"36023"	469	47786	981.459	892.633	1070.285	826.196	749.172	903.221	0.051%
	"2017"	"2017"	"Delaware County, NY"	"36025"	486	45001	1079.976	983.958	1175.994	643.064	582.082	704.046	0.053%
	"2017"	"2017"	"Dutchess County, NY"	"36027"	2511	295568	849.551	816.321	882.780	644.405	618.570	670.240	0.273%
	"2017"	"2017"	"Erie County, NY"	"36029"	9769	925528	1055.506	1034.575	1076.437	767.327	751.612	783.043	1.060%
	"2017"	"2017"	"Essex County, NY"	"36031"	426	37956	1122.352	1015.771	1228.933	671.239	605.276	737.201	0.046%
	"2017"	"2017"	"Franklin County, NY"	"36033"	489	51116	956.648	871.856	1041.439	773.007	703.489	842.526	0.053%
	"2017"	"2017"	"Fulton County, NY"	"36035"	597	53877	1108.080	1019.192	1196.967	767.641	704.193	831.089	0.065%
	"2017"	"2017"	"Genesee County, NY"	"36037"	633	57956	1092.208	1007.122	1177.294	778.796	716.062	841.530	0.069%
	"2017"	"2017"	"Greene County, NY"	"36039"	549	47470	1156.520	1059.776	1253.264	786.305	717.656	854.954	0.060%
	"2017"	"2017"	"Hamilton County, NY"	"36041"	82	4485	1828.317	1454.115	2269.416	929.290	717.208	1184.455	0.009%
	"2017"	"2017"	"Herkimer County, NY"	"36043"	694	62240	1115.039	1032.079	1197.998	756.452	697.883	815.021	0.075%
	"2017"	"2017"	"Jefferson County, NY"	"36045"	942	114187	824.963	772.280	877.645	819.007	765.946	872.068	0.102%
	"2017"	"2017"	"Kings County, NY"	"36047"	16115	2648771	608.395	599.002	617.789	562.461	553.652	571.269	1.749%
	"2017"	"2017"	"Lewis County, NY"	"36049"	242	26551	911.453	796.616	1026.291	717.664	624.384	810.945	0.026%
	"2017"	"2017"	"Livingston County, NY"	"36051"	596	63799	934.184	859.183	1009.185	729.530	669.222	789.838	0.065%
	"2017"	"2017"	"Madison County, NY"	"36053"	568	70965	800.395	734.570	866.219	618.673	566.409	670.937	0.062%
	"2017"	"2017"	"Monroe County, NY"	"36055"	6760	747642	904.176	882.622	925.730	697.453	680.315	714.592	0.734%
	"2017"	"2017"	"Montgomery County, NY"	"36057"	583	49258	1183.564	1087.488	1279.640	810.965	742.074	879.856	0.063%
	"2017"	"2017"	"Nassau County, NY"	"36059"	10973	1369514	801.233	786.241	816.225	558.634	547.810	569.457	1.191%
	"2017"	"2017"	"New York County, NY"	"36061"	9915	1664727	595.593	583.870	607.317	474.017	464.513	483.522	1.076%
	"2017"	"2017"	"Niagara County, NY"	"36063"	2424	211328	1147.032	1101.369	1192.695	808.048	774.754	841.343	0.263%
	"2017"	"2017"	"Oneida County, NY"	"36065"	2609	231332	1127.816	1084.539	1171.093	791.908	760.234	823.582	0.283%
	"2017"	"2017"	"Onondaga County, NY"	"36067"	4325	465398	929.312	901.616	957.009	708.872	687.065	730.679	0.469%
	"2017"	"2017"	"Ontario County, NY"	"36069"	1086	109899	988.180	929.407	1046.953	693.050	650.358	735.742	0.118%
	"2017"	"2017"	"Orange County, NY"	"36071"	2717	382226	710.836	684.107	737.565	670.335	644.694	695.976	0.295%
	"2017"	"2017"	"Orleans County, NY"	"36073"	460	40983	1122.417	1019.844	1224.989	874.312	792.244	956.380	0.050%
	"2017"	"2017"	"Oswego County, NY"	"36075"	1139	118478	961.360	905.528	1017.192	810.968	762.600	859.336	0.124%
	"2017"	"2017"	"Otsego County, NY"	"36077"	669	60094	1113.256	1028.896	1197.616	738.202	679.723	796.681	0.073%
	"2017"	"2017"	"Putnam County, NY"	"36079"	696	99323	700.744	648.683	752.805	575.933	532.052	619.814	0.076%
	"2017"	"2017"	"Queens County, NY"	"36081"	14600	2358582	619.016	608.975	629.057	512.576	504.133	521.020	1.585%
	"2017"	"2017"	"Rensselaer County, NY"	"36083"	1480	159722	926.610	879.401	973.819	739.910	701.264	778.555	0.161%
	"2017"	"2017"	"Richmond County, NY"	"36085"	3712	479458	774.208	749.301	799.114	646.325	625.148	667.502	0.403%
	"2017"	"2017"	"Rockland County, NY"	"36087"	2147	328868	652.846	625.230	680.461	524.689	502.009	547.370	0.233%
	"2017"	"2017"	"St. Lawrence County, NY"	"36089"	989	109623	902.183	845.955	958.411	721.270	675.362	767.179	0.107%
	"2017"	"2017"	"Saratoga County, NY"	"36091"	1969	229869	856.575	818.739	894.410	670.090	639.892	700.288	0.214%
	"2017"	"2017"	"Schenectady County, NY"	"36093"	1652	155565	1061.936	1010.726	1113.145	770.801	732.050	809.553	0.179%
	"2017"	"2017"	"Schoharie County, NY"	"36095"	278	31420	884.787	780.777	988.796	602.118	528.734	675.503	0.030%
	"2017"	"2017"	"Schuyler County, NY"	"36097"	223	18000	1238.889	1076.283	1401.495	858.013	741.170	974.856	0.024%
	"2017"	"2017"	"Seneca County, NY"	"36099"	378	34498	1095.716	985.255	1206.176	790.603	708.663	872.542	0.041%
	"2017"	"2017"	"Steuben County, NY"	"36101"	1014	96281	1053.167	988.343	1117.991	742.488	695.331	789.644	0.110%
	"2017"	"2017"	"Suffolk County, NY"	"36103"	12459	1492953	834.521	819.867	849.174	654.682	642.913	666.452	1.352%
	"2017"	"2017"	"Sullivan County, NY"	"36105"	717	75485	949.858	880.330	1019.385	754.193	697.444	810.942	0.078%
	"2017"	"2017"	"Tioga County, NY"	"36107"	469	48578	965.458	878.079	1052.836	665.555	603.204	727.906	0.051%
	"2017"	"2017"	"Tompkins County, NY"	"36109"	713	104802	680.331	630.393	730.269	664.752	614.597	714.907	0.077%
	"2017"	"2017"	"Ulster County, NY"	"36111"	1757	179417	979.283	933.492	1025.074	695.067	661.411	728.722	0.191%
	"2017"	"2017"	"Warren County, NY"	"36113"	729	64532	1129.672	1047.666	1211.678	722.026	667.137	776.916	0.079%
	"2017"	"2017"	"Washington County, NY"	"36115"	642	61620	1041.870	961.276	1122.463	761.639	700.830	822.448	0.070%
	"2017"	"2017"	"Wayne County, NY"	"36117"	863	90670	951.803	888.300	1015.307	721.127	671.342	770.912	0.094%
	"2017"	"2017"	"Westchester County, NY"	"36119"	7168	980244	731.247	714.318	748.175	525.951	513.366	538.536	0.778%
	"2017"	"2017"	"Wyoming County, NY"	"36121"	385	40493	950.782	855.807	1045.756	775.503	696.514	854.491	0.042%
	"2017"	"2017"	"Yates County, NY"	"36123"	277	24955	1109.998	979.279	1240.717	799.446	701.417	897.476	0.030%
"Total"	"2017"	"2017"			155358	19849399	782.684	778.792	786.576	623.586	620.423	626.749	16.861%
	"2018"	"2018"	"Albany County, NY"	"36001"	2830	307117	921.473	887.522	955.423	694.475	668.103	720.848	0.307%
	"2018"	"2018"	"Allegany County, NY"	"36003"	526	46430	1132.888	1036.072	1229.705	844.981	770.084	919.879	0.057%
	"2018"	"2018"	"Bronx County, NY"	"36005"	9785	1432132	683.247	669.709	696.785	658.525	645.323	671.728	1.062%
	"2018"	"2018"	"Broome County, NY"	"36007"	2143	191659	1118.132	1070.791	1165.473	748.214	714.898	781.530	0.233%
	"2018"	"2018"	"Cattaraugus County, NY"	"36009"	900	76840	1171.265	1094.742	1247.788	830.787	774.852	886.722	0.098%
	"2018"	"2018"	"Cayuga County, NY"	"36011"	817	77145	1059.045	986.424	1131.665	735.970	683.741	788.199	0.089%
	"2018"	"2018"	"Chautauqua County, NY"	"36013"	1588	127939	1241.217	1180.168	1302.265	831.320	788.412	874.228	0.172%
	"2018"	"2018"	"Chemung County, NY"	"36015"	1009	84254	1197.569	1123.675	1271.464	831.626	778.572	884.680	0.110%
	"2018"	"2018"	"Chenango County, NY"	"36017"	592	47536	1245.372	1145.050	1345.693	856.843	785.463	928.223	0.064%
	"2018"	"2018"	"Clinton County, NY"	"36019"	774	80695	959.167	891.593	1026.741	749.001	695.226	802.776	0.084%
	"2018"	"2018"	"Columbia County, NY"	"36021"	683	59916	1139.929	1054.438	1225.421	671.212	618.052	724.372	0.074%
	"2018"	"2018"	"Cortland County, NY"	"36023"	441	47823	922.150	836.083	1008.218	760.286	687.460	833.112	0.048%
	"2018"	"2018"	"Delaware County, NY"	"36025"	566	44527	1271.139	1166.416	1375.862	776.949	707.479	846.418	0.061%
	"2018"	"2018"	"Dutchess County, NY"	"36027"	2700	293718	919.249	884.575	953.923	686.264	659.585	712.944	0.293%
	"2018"	"2018"	"Erie County, NY"	"36029"	9874	919719	1073.589	1052.413	1094.765	771.452	755.755	787.148	1.072%
	"2018"	"2018"	"Essex County, NY"	"36031"	401	37300	1075.067	969.842	1180.292	640.542	574.650	706.433	0.044%
	"2018"	"2018"	"Franklin County, NY"	"36033"	453	50293	900.722	817.775	983.668	715.664	648.502	782.827	0.049%
	"2018"	"2018"	"Fulton County, NY"	"36035"	600	53591	1119.591	1030.005	1209.177	765.447	702.603	828.292	0.065%
	"2018"	"2018"	"Genesee County, NY"	"36037"	650	57511	1130.219	1043.330	1217.107	791.270	728.158	854.382	0.071%
	"2018"	"2018"	"Greene County, NY"	"36039"	547	47491	1151.797	1055.272	1248.322	771.102	702.880	839.325	0.059%
	"2018"	"2018"	"Hamilton County, NY"	"36041"	62	4434	1398.286	1072.052	1792.533	674.754	502.402	887.180	0.007%
	"2018"	"2018"	"Herkimer County, NY"	"36043"	683	61833	1104.588	1021.747	1187.429	723.674	667.490	779.858	0.074%
	"2018"	"2018"	"Jefferson County, NY"	"36045"	934	111755	835.757	782.157	889.357	794.964	743.288	846.640	0.101%
	"2018"	"2018"	"Kings County, NY"	"36047"	16011	2582830	619.901	610.299	629.504	563.015	554.171	571.859	1.738%
	"2018"	"2018"	"Lewis County, NY"	"36049"	247	26447	933.943	817.470	1050.417	677.162	590.831	763.494	0.027%
	"2018"	"2018"	"Livingston County, NY"	"36051"	583	63227	922.074	847.225	996.924	687.585	629.866	745.303	0.063%
	"2018"	"2018"	"Madison County, NY"	"36053"	611	70795	863.055	794.621	931.490	642.254	590.044	694.464	0.066%
	"2018"	"2018"	"Monroe County, NY"	"36055"	6805	742474	916.530	894.754	938.307	694.948	677.955	711.942	0.739%
	"2018"	"2018"	"Montgomery County, NY"	"36057"	597	49455	1207.158	1110.323	1303.993	844.317	773.514	915.120	0.065%
	"2018"	"2018"	"Nassau County, NY"	"36059"	11039	1358343	812.681	797.521	827.842	561.583	550.733	572.434	1.198%
	"2018"	"2018"	"New York County, NY"	"36061"	10283	1628701	631.362	619.159	643.565	486.624	477.042	496.207	1.116%
	"2018"	"2018"	"Niagara County, NY"	"36063"	2409	210433	1144.782	1099.067	1190.498	796.047	763.067	829.027	0.261%
	"2018"	"2018"	"Oneida County, NY"	"36065"	2595	229577	1130.340	1086.849	1173.830	770.282	739.431	801.133	0.282%
	"2018"	"2018"	"Onondaga County, NY"	"36067"	4285	461809	927.873	900.090	955.655	694.583	673.138	716.028	0.465%
	"2018"	"2018"	"Ontario County, NY"	"36069"	1102	109864	1003.058	943.835	1062.281	706.878	663.578	750.178	0.120%
	"2018"	"2018"	"Orange County, NY"	"36071"	2824	381951	739.362	712.092	766.632	687.436	661.701	713.170	0.306%
	"2018"	"2018"	"Orleans County, NY"	"36073"	398	40612	980.006	883.724	1076.287	743.309	668.465	818.153	0.043%
	"2018"	"2018"	"Oswego County, NY"	"36075"	1087	117898	921.983	867.173	976.794	766.295	719.662	812.928	0.118%
	"2018"	"2018"	"Otsego County, NY"	"36077"	619	59749	1036.001	954.385	1117.616	677.800	620.933	734.667	0.067%
	"2018"	"2018"	"Putnam County, NY"	"36079"	694	98892	701.776	649.563	753.988	544.004	502.634	585.374	0.075%
	"2018"	"2018"	"Queens County, NY"	"36081"	14630	2278906	641.975	631.572	652.378	516.205	507.703	524.707	1.588%
	"2018"	"2018"	"Rensselaer County, NY"	"36083"	1510	159442	947.053	899.284	994.821	750.623	711.789	789.457	0.164%
	"2018"	"2018"	"Richmond County, NY"	"36085"	3752	476179	787.939	762.726	813.152	644.287	623.298	665.277	0.407%
	"2018"	"2018"	"Rockland County, NY"	"36087"	2312	325695	709.867	680.931	738.803	561.939	538.551	585.326	0.251%
	"2018"	"2018"	"St. Lawrence County, NY"	"36089"	1034	108047	956.991	898.659	1015.323	743.164	696.908	789.419	0.112%
	"2018"	"2018"	"Saratoga County, NY"	"36091"	1955	230163	849.398	811.746	887.051	643.852	614.738	672.966	0.212%
	"2018"	"2018"	"Schenectady County, NY"	"36093"	1606	155350	1033.795	983.233	1084.356	743.689	705.951	781.427	0.174%
	"2018"	"2018"	"Schoharie County, NY"	"36095"	322	31097	1035.470	922.369	1148.570	698.380	618.354	778.406	0.035%
	"2018"	"2018"	"Schuyler County, NY"	"36097"	198	17912	1105.404	951.431	1259.377	743.224	636.304	850.143	0.021%
	"2018"	"2018"	"Seneca County, NY"	"36099"	383	34300	1116.618	1004.787	1228.449	824.665	739.058	910.272	0.042%
	"2018"	"2018"	"Steuben County, NY"	"36101"	1072	95796	1119.045	1052.055	1186.034	772.040	724.392	819.688	0.116%
	"2018"	"2018"	"Suffolk County, NY"	"36103"	12617	1481093	851.871	837.006	866.735	647.432	635.852	659.012	1.369%
	"2018"	"2018"	"Sullivan County, NY"	"36105"	724	75498	958.966	889.112	1028.820	745.525	689.661	801.388	0.079%
	"2018"	"2018"	"Tioga County, NY"	"36107"	465	48560	957.578	870.541	1044.615	630.847	571.681	690.013	0.050%
	"2018"	"2018"	"Tompkins County, NY"	"36109"	715	102793	695.573	644.587	746.558	661.405	611.783	711.027	0.078%
	"2018"	"2018"	"Ulster County, NY"	"36111"	1736	178599	972.010	926.285	1017.735	676.174	643.133	709.215	0.188%
	"2018"	"2018"	"Warren County, NY"	"36113"	751	64265	1168.599	1085.019	1252.179	742.646	686.986	798.306	0.082%
	"2018"	"2018"	"Washington County, NY"	"36115"	682	61197	1114.434	1030.793	1198.075	774.630	715.173	834.086	0.074%
	"2018"	"2018"	"Wayne County, NY"	"36117"	937	90064	1040.371	973.756	1106.987	760.182	710.053	810.311	0.102%
	"2018"	"2018"	"Westchester County, NY"	"36119"	7367	967612	761.359	743.973	778.745	535.826	523.181	548.472	0.800%
	"2018"	"2018"	"Wyoming County, NY"	"36121"	390	40085	972.933	876.370	1069.495	763.228	686.000	840.456	0.042%
	"2018"	"2018"	"Yates County, NY"	"36123"	278	24841	1119.118	987.562	1250.673	774.614	680.123	869.104	0.030%
"Total"	"2018"	"2018"			157183	19542209	804.326	800.349	808.302	626.737	623.576	629.898	17.059%
"Total"					921390	118330042	778.661	777.071	780.251	636.453	635.131	637.776	100.000%
"---"
"Dataset: Underlying Cause of Death, 1999-2018"
"Query Parameters:"
"States: New York (36)"
"Year/Month: 2013; 2014; 2015; 2016; 2017; 2018"
"Group By: Year; County"
"Show Totals: True"
"Show Zero Values: False"
"Show Suppressed: False"
"Standard Population: 2000 U.S. Std. Population"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Apr 13, 2020 1:03:00 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Underlying Cause of Death"
"1999-2018 on CDC WONDER Online Database, released in 2020. Data are from the Multiple Cause of Death Files, 1999-2018, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/ucd-icd10.html on Apr 13, 2020 1:03:00 PM"
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2014-Revision."
"2. The populations used to calculate standard age-adjusted rates are documented here: More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2000 Standard Population."
"3. The method used to calculate age-adjusted rates is documented here: More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Age-Adjusted Rates."
"4. Deaths for persons of unknown age are included in counts and crude rates, but are not included in age-adjusted rates."
"5. The method used to calculate 95% confidence intervals is documented here: More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Confidence-Intervals."
"6. The population figures for year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018"
"postcensal series released by NCHS on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for"
"year 2016 are bridged-race estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS"
"on June 26, 2017. The population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2015 postcensal series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The"
"population figures for year 2013 are bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal"
"series released by NCHS on June 26, 2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2012 postcensal series released by NCHS on June 13, 2013. The population figures for year 2011 are"
"bridged-race estimates of the July 1 resident population, from the Vintage 2011 postcensal series released by NCHS on July 18,"
"2012. Population figures for 2010 are April 1 Census counts. The population figures for years 2001 - 2009 are bridged-race"
"estimates of the July 1 resident population, from the revised intercensal county-level 2000 - 2009 series released by NCHS on"
"October 26, 2012. Population figures for 2000 are April 1 Census counts. Population figures for 1999 are from the 1990-1999"
"intercensal series of July 1 estimates. Population figures for the infant age groups are the number of live births."
"<br/><b>Note:</b> Rates and population figures for years 2001 - 2009 differ slightly from previously published reports, due to"
"use of the population estimates which were available at the time of release."
"7. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Age Group."
