Notes,County,County Code,ICD Chapter,ICD Chapter Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,% of Total Deaths
,"Bronx County, NY",36005,External causes of morbidity and mortality,V01-Y89,Drowning and submersion while in bath-tub,W65,12,27727811,Unreliable,0.02236,0.0756,0.0000039
,"Bronx County, NY",36005,External causes of morbidity and mortality,V01-Y89,Drowning and submersion while in swimming-pool,W67,13,27727811,Unreliable,0.02496,0.08017,0.0000043
,"Bronx County, NY",36005,External causes of morbidity and mortality,V01-Y89,Drowning and submersion while in natural water,W69,47,27727811,0.1695,0.12455,0.22541,0.0000154
,"Bronx County, NY",36005,External causes of morbidity and mortality,V01-Y89,Unspecified drowning and submersion,W74,32,27727811,0.11541,0.07894,0.16292,0.0000105
,"Bronx County, NY",36005,External causes of morbidity and mortality,V01-Y89,Accidental suffocation and strangulation in bed,W75,56,27727811,0.20196,0.15256,0.26227,0.0000183
,"Bronx County, NY",36005,External causes of morbidity and mortality,V01-Y89,Inhalation and ingestion of food causing obstruction of respiratory tract,W79,44,27727811,0.15869,0.1153,0.21303,0.0000144
,"Bronx County, NY",36005,External causes of morbidity and mortality,V01-Y89,Inhalation and ingestion of other objects causing obstruction of respiratory tract,W80,54,27727811,0.19475,0.1463,0.25411,0.0000177
,"Bronx County, NY",36005,External causes of morbidity and mortality,V01-Y89,Unspecified threat to breathing,W84,17,27727811,Unreliable,0.03572,0.09816,0.0000056
,"Bronx County, NY",36005,External causes of morbidity and mortality,V01-Y89,Exposure to uncontrolled fire in building or structure,X00,197,27727811,0.71048,0.61126,0.80969,0.0000645
,"Bronx County, NY",36005,External causes of morbidity and mortality,V01-Y89,"Exposure to unspecified smoke, fire and flames",X09,17,27727811,Unreliable,0.03572,0.09816,0.0000056
,"Bronx County, NY",36005,External causes of morbidity and mortality,V01-Y89,Exposure to excessive natural heat,X30,24,27727811,0.08656,0.05546,0.12879,0.0000079
,"Bronx County, NY",36005,External causes of morbidity and mortality,V01-Y89,Exposure to excessive natural cold,X31,37,27727811,0.13344,0.09395,0.18393,0.0000121
,"Bronx County, NY",36005,External causes of morbidity and mortality,V01-Y89,"Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",X40,18,27727811,Unreliable,0.03847,0.1026,0.0000059
,"Bronx County, NY",36005,External causes of morbidity and mortality,V01-Y89,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,40,27727811,0.14426,0.10306,0.19644,0.0000131
,"Bronx County, NY",36005,External causes of morbidity and mortality,V01-Y89,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,2398,27727811,8.64836,8.30221,8.99451,0.0007852
,"Bronx County, NY",36005,External causes of morbidity and mortality,V01-Y89,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,907,27727811,3.27108,3.0582,3.48397,0.000297
,"Bronx County, NY",36005,External causes of morbidity and mortality,V01-Y89,Accidental poisoning by and exposure to alcohol,X45,135,27727811,0.48688,0.40474,0.56901,0.0000442
,"Bronx County, NY",36005,External causes of morbidity and mortality,V01-Y89,Accidental poisoning by and exposure to other gases and vapours,X47,31,27727811,0.1118,0.07596,0.15869,0.0000102
,"Bronx County, NY",36005,External causes of morbidity and mortality,V01-Y89,Exposure to unspecified factor,X59,62,27727811,0.2236,0.17143,0.28665,0.0000203
,"Bronx County, NY",36005,External causes of morbidity and mortality,V01-Y89,Exposure to unspecified factor causing other and unspecified injury,X59.9,49,27727811,0.17672,0.13074,0.23363,0.000016
,"Bronx County, NY",36005,External causes of morbidity and mortality,V01-Y89,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X61,55,27727811,0.19836,0.14943,0.25819,0.000018
,"Bronx County, NY",36005,External causes of morbidity and mortality,V01-Y89,"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X62,16,27727811,Unreliable,0.03298,0.09371,0.0000052
,"Bronx County, NY",36005,External causes of morbidity and mortality,V01-Y89,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,116,27727811,0.41835,0.34222,0.49448,0.000038
,"Bronx County, NY",36005,External causes of morbidity and mortality,V01-Y89,Intentional self-poisoning by and exposure to other gases and vapours,X67,14,27727811,Unreliable,0.0276,0.08472,0.0000046
,"Bronx County, NY",36005,External causes of morbidity and mortality,V01-Y89,"Intentional self-harm by hanging, strangulation and suffocation",X70,492,27727811,1.77439,1.6176,1.93118,0.0001611
,"Bronx County, NY",36005,External causes of morbidity and mortality,V01-Y89,Intentional self-harm by drowning and submersion,X71,39,27727811,0.14065,0.10002,0.19228,0.0000128
,"Bronx County, NY",36005,External causes of morbidity and mortality,V01-Y89,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,17,27727811,Unreliable,0.03572,0.09816,0.0000056
,"Bronx County, NY",36005,External causes of morbidity and mortality,V01-Y89,Intentional self-harm by other and unspecified firearm discharge,X74,225,27727811,0.81146,0.70543,0.91749,0.0000737
,"Bronx County, NY",36005,External causes of morbidity and mortality,V01-Y89,Intentional self-harm by sharp object,X78,44,27727811,0.15869,0.1153,0.21303,0.0000144
,"Bronx County, NY",36005,External causes of morbidity and mortality,V01-Y89,Intentional self-harm by jumping from a high place,X80,316,27727811,1.13965,1.01399,1.26531,0.0001035
,"Bronx County, NY",36005,External causes of morbidity and mortality,V01-Y89,Intentional self-harm by jumping or lying before moving object,X81,87,27727811,0.31376,0.25131,0.38703,0.0000285
,"Bronx County, NY",36005,External causes of morbidity and mortality,V01-Y89,Intentional self-harm by other specified means,X83,14,27727811,Unreliable,0.0276,0.08472,0.0000046
,"Bronx County, NY",36005,External causes of morbidity and mortality,V01-Y89,Intentional self-harm by unspecified means,X84,13,27727811,Unreliable,0.02496,0.08017,0.0000043
,"Bronx County, NY",36005,External causes of morbidity and mortality,V01-Y89,"Assault by hanging, strangulation and suffocation",X91,94,27727811,0.33901,0.27395,0.41486,0.0000308
,"Bronx County, NY",36005,External causes of morbidity and mortality,V01-Y89,Assault by drowning and submersion,X92,12,27727811,Unreliable,0.02236,0.0756,0.0000039
,"Bronx County, NY",36005,External causes of morbidity and mortality,V01-Y89,"Assault by rifle, shotgun and larger firearm discharge",X94,18,27727811,Unreliable,0.03847,0.1026,0.0000059
,"Bronx County, NY",36005,External causes of morbidity and mortality,V01-Y89,Assault by other and unspecified firearm discharge,X95,1580,27727811,5.69825,5.41727,5.97923,0.0005173
,"Bronx County, NY",36005,External causes of morbidity and mortality,V01-Y89,Assault by sharp object,X99,539,27727811,1.9439,1.77979,2.10801,0.0001765
,"Bronx County, NY",36005,External causes of morbidity and mortality,V01-Y89,Assault by blunt object,Y00,10,27727811,Unreliable,0.01729,0.06632,0.0000033
,"Bronx County, NY",36005,External causes of morbidity and mortality,V01-Y89,Assault by pushing from high place,Y01,11,27727811,Unreliable,0.0198,0.07098,0.0000036
,"Bronx County, NY",36005,External causes of morbidity and mortality,V01-Y89,Assault by crashing of motor vehicle,Y03,11,27727811,Unreliable,0.0198,0.07098,0.0000036
,"Bronx County, NY",36005,External causes of morbidity and mortality,V01-Y89,Assault by bodily force,Y04,14,27727811,Unreliable,0.0276,0.08472,0.0000046
,"Bronx County, NY",36005,External causes of morbidity and mortality,V01-Y89,By unspecified person,Y07.9,22,27727811,0.07934,0.04972,0.12013,0.0000072
,"Bronx County, NY",36005,External causes of morbidity and mortality,V01-Y89,Assault by other specified means,Y08,44,27727811,0.15869,0.1153,0.21303,0.0000144
,"Bronx County, NY",36005,External causes of morbidity and mortality,V01-Y89,Assault by unspecified means,Y09,211,27727811,0.76097,0.65829,0.86365,0.0000691
,"Bronx County, NY",36005,External causes of morbidity and mortality,V01-Y89,"Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent",Y11,12,27727811,Unreliable,0.02236,0.0756,0.0000039
,"Bronx County, NY",36005,External causes of morbidity and mortality,V01-Y89,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",Y12,23,27727811,0.08295,0.05258,0.12446,0.0000075
,"Bronx County, NY",36005,External causes of morbidity and mortality,V01-Y89,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",Y14,40,27727811,0.14426,0.10306,0.19644,0.0000131
,"Bronx County, NY",36005,External causes of morbidity and mortality,V01-Y89,"Drowning and submersion, undetermined intent",Y21,26,27727811,0.09377,0.06125,0.13739,0.0000085
,"Bronx County, NY",36005,External causes of morbidity and mortality,V01-Y89,"Falling, jumping or pushed from a high place, undetermined intent",Y30,30,27727811,0.10819,0.073,0.15445,0.0000098
,"Bronx County, NY",36005,External causes of morbidity and mortality,V01-Y89,"Other specified events, undetermined intent",Y33,26,27727811,0.09377,0.06125,0.13739,0.0000085
,"Bronx County, NY",36005,External causes of morbidity and mortality,V01-Y89,"Unspecified event, undetermined intent",Y34,129,27727811,0.46524,0.38495,0.54552,0.0000422
,"Bronx County, NY",36005,External causes of morbidity and mortality,V01-Y89,Legal intervention involving firearm discharge,Y35.0,34,27727811,0.12262,0.08492,0.17135,0.0000111
,"Bronx County, NY",36005,External causes of morbidity and mortality,V01-Y89,During other surgical and medical care,Y60.8,10,27727811,Unreliable,0.01729,0.06632,0.0000033
,"Bronx County, NY",36005,External causes of morbidity and mortality,V01-Y89,"Surgical operation with anastomosis, bypass or graft",Y83.2,12,27727811,Unreliable,0.02236,0.0756,0.0000039
,"Bronx County, NY",36005,External causes of morbidity and mortality,V01-Y89,Other reconstructive surgery,Y83.4,13,27727811,Unreliable,0.02496,0.08017,0.0000043
,"Bronx County, NY",36005,External causes of morbidity and mortality,V01-Y89,Amputation of limb(s),Y83.5,10,27727811,Unreliable,0.01729,0.06632,0.0000033
,"Bronx County, NY",36005,External causes of morbidity and mortality,V01-Y89,Other surgical procedures,Y83.8,15,27727811,Unreliable,0.03028,0.08923,0.0000049
,"Bronx County, NY",36005,External causes of morbidity and mortality,V01-Y89,"Surgical procedure, unspecified",Y83.9,16,27727811,Unreliable,0.03298,0.09371,0.0000052
,"Bronx County, NY",36005,External causes of morbidity and mortality,V01-Y89,Other medical procedures,Y84.8,27,27727811,0.09738,0.06417,0.14168,0.0000088
,"Bronx County, NY",36005,External causes of morbidity and mortality,V01-Y89,Sequelae of motor-vehicle accident,Y85.0,44,27727811,0.15869,0.1153,0.21303,0.0000144
,"Bronx County, NY",36005,External causes of morbidity and mortality,V01-Y89,Sequelae of other accidents,Y86,55,27727811,0.19836,0.14943,0.25819,0.000018
,"Bronx County, NY",36005,External causes of morbidity and mortality,V01-Y89,Sequelae of assault,Y87.1,79,27727811,0.28491,0.22557,0.35509,0.0000259
,"Bronx County, NY",36005,External causes of morbidity and mortality,V01-Y89,Sequelae of events of undetermined intent,Y87.2,18,27727811,Unreliable,0.03847,0.1026,0.0000059
,"Broome County, NY",36007,Certain infectious and parasitic diseases,A00-B99,Enterocolitis due to Clostridium difficile,A04.7,138,3979730,3.46757,2.88902,4.04612,0.0000452
,"Broome County, NY",36007,Certain infectious and parasitic diseases,A00-B99,Gastroenteritis and colitis of unspecified origin,A09.9,27,3979730,0.67844,0.4471,0.98709,0.0000088
,"Broome County, NY",36007,Certain infectious and parasitic diseases,A00-B99,Septicaemia due to Staphylococcus aureus,A41.0,10,3979730,Unreliable,0.1205,0.4621,0.0000033
,"Broome County, NY",36007,Certain infectious and parasitic diseases,A00-B99,Septicaemia due to unspecified staphylococcus,A41.2,14,3979730,Unreliable,0.19232,0.59023,0.0000046
,"Broome County, NY",36007,Certain infectious and parasitic diseases,A00-B99,Septicaemia due to other Gram-negative organisms,A41.5,13,3979730,Unreliable,0.17393,0.55859,0.0000043
,"Broome County, NY",36007,Certain infectious and parasitic diseases,A00-B99,"Septicaemia, unspecified",A41.9,555,3979730,13.94567,12.78543,15.10591,0.0001817
,"Broome County, NY",36007,Certain infectious and parasitic diseases,A00-B99,"Staphylococcal infection, unspecified",A49.0,10,3979730,Unreliable,0.1205,0.4621,0.0000033
,"Broome County, NY",36007,Certain infectious and parasitic diseases,A00-B99,"Bacterial infection, unspecified",A49.9,19,3979730,Unreliable,0.28744,0.74555,0.0000062
,"Broome County, NY",36007,Certain infectious and parasitic diseases,A00-B99,Acute hepatitis C,B17.1,12,3979730,Unreliable,0.1558,0.52671,0.0000039
,"Broome County, NY",36007,Certain infectious and parasitic diseases,A00-B99,Chronic viral hepatitis C,B18.2,50,3979730,1.25637,0.9325,1.65637,0.0000164
,"Broome County, NY",36007,Certain infectious and parasitic diseases,A00-B99,HIV disease resulting in multiple infections,B20.7,15,3979730,Unreliable,0.21095,0.62166,0.0000049
,"Broome County, NY",36007,Certain infectious and parasitic diseases,A00-B99,HIV disease resulting in other specified conditions,B23.8,14,3979730,Unreliable,0.19232,0.59023,0.0000046
,"Broome County, NY",36007,Certain infectious and parasitic diseases,A00-B99,Unspecified human immunodeficiency virus [HIV] disease,B24,11,3979730,Unreliable,0.13798,0.49456,0.0000036
,"Broome County, NY",36007,Certain infectious and parasitic diseases,A00-B99,Sequelae of viral hepatitis,B94.2,10,3979730,Unreliable,0.1205,0.4621,0.0000033
,"Broome County, NY",36007,Certain infectious and parasitic diseases,A00-B99,Sequelae of other specified infectious and parasitic diseases,B94.8,16,3979730,Unreliable,0.2298,0.65288,0.0000052
,"Broome County, NY",36007,Certain infectious and parasitic diseases,A00-B99,Other and unspecified infectious diseases,B99,13,3979730,Unreliable,0.17393,0.55859,0.0000043
,"Broome County, NY",36007,Neoplasms,C00-D48,"Tongue, unspecified - Malignant neoplasms",C02.9,44,3979730,1.1056,0.80333,1.48422,0.0000144
,"Broome County, NY",36007,Neoplasms,C00-D48,"Mouth, unspecified - Malignant neoplasms",C06.9,18,3979730,Unreliable,0.26806,0.71482,0.0000059
,"Broome County, NY",36007,Neoplasms,C00-D48,"Oropharynx, unspecified - Malignant neoplasms",C10.9,14,3979730,Unreliable,0.19232,0.59023,0.0000046
,"Broome County, NY",36007,Neoplasms,C00-D48,"Nasopharynx, unspecified - Malignant neoplasms",C11.9,13,3979730,Unreliable,0.17393,0.55859,0.0000043
,"Broome County, NY",36007,Neoplasms,C00-D48,"Pharynx, unspecified - Malignant neoplasms",C14.0,23,3979730,0.57793,0.36635,0.86718,0.0000075
,"Broome County, NY",36007,Neoplasms,C00-D48,"Oesophagus, unspecified - Malignant neoplasms",C15.9,255,3979730,6.40747,5.62102,7.19392,0.0000835
,"Broome County, NY",36007,Neoplasms,C00-D48,Cardia - Malignant neoplasms,C16.0,10,3979730,Unreliable,0.1205,0.4621,0.0000033
,"Broome County, NY",36007,Neoplasms,C00-D48,"Stomach, unspecified - Malignant neoplasms",C16.9,132,3979730,3.31681,2.75097,3.88264,0.0000432
,"Broome County, NY",36007,Neoplasms,C00-D48,Duodenum - Malignant neoplasms,C17.0,16,3979730,Unreliable,0.2298,0.65288,0.0000052
,"Broome County, NY",36007,Neoplasms,C00-D48,"Small intestine, unspecified - Malignant neoplasms",C17.9,10,3979730,Unreliable,0.1205,0.4621,0.0000033
,"Broome County, NY",36007,Neoplasms,C00-D48,"Colon, unspecified - Malignant neoplasms",C18.9,613,3979730,15.40305,14.18369,16.62242,0.0002007
,"Broome County, NY",36007,Neoplasms,C00-D48,Malignant neoplasm of rectosigmoid junction,C19,40,3979730,1.00509,0.71805,1.36866,0.0000131
,"Broome County, NY",36007,Neoplasms,C00-D48,Malignant neoplasm of rectum,C20,134,3979730,3.36706,2.79696,3.93717,0.0000439
,"Broome County, NY",36007,Neoplasms,C00-D48,"Anus, unspecified - Malignant neoplasms",C21.0,15,3979730,Unreliable,0.21095,0.62166,0.0000049
,"Broome County, NY",36007,Neoplasms,C00-D48,Liver cell carcinoma - Malignant neoplasms,C22.0,114,3979730,2.86452,2.33867,3.39036,0.0000373
,"Broome County, NY",36007,Neoplasms,C00-D48,Intrahepatic bile duct carcinoma - Malignant neoplasms,C22.1,61,3979730,1.53277,1.17244,1.9689,0.00002
,"Broome County, NY",36007,Neoplasms,C00-D48,"Liver, unspecified - Malignant neoplasms",C22.9,67,3979730,1.68353,1.30472,2.13802,0.0000219
,"Broome County, NY",36007,Neoplasms,C00-D48,Malignant neoplasm of gallbladder,C23,33,3979730,0.8292,0.57078,1.16451,0.0000108
,"Broome County, NY",36007,Neoplasms,C00-D48,Extrahepatic bile duct - Malignant neoplasms,C24.0,14,3979730,Unreliable,0.19232,0.59023,0.0000046
,"Broome County, NY",36007,Neoplasms,C00-D48,"Biliary tract, unspecified - Malignant neoplasms",C24.9,11,3979730,Unreliable,0.13798,0.49456,0.0000036
,"Broome County, NY",36007,Neoplasms,C00-D48,"Pancreas, unspecified - Malignant neoplasms",C25.9,580,3979730,14.57385,13.38777,15.75994,0.0001899
,"Broome County, NY",36007,Neoplasms,C00-D48,Ill-defined sites within the digestive system - Malignant neoplasms,C26.9,25,3979730,0.62818,0.40653,0.92732,0.0000082
,"Broome County, NY",36007,Neoplasms,C00-D48,"Larynx, unspecified - Malignant neoplasms",C32.9,55,3979730,1.382,1.04112,1.79887,0.000018
,"Broome County, NY",36007,Neoplasms,C00-D48,"Upper lobe, bronchus or lung - Malignant neoplasms",C34.1,11,3979730,Unreliable,0.13798,0.49456,0.0000036
,"Broome County, NY",36007,Neoplasms,C00-D48,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,2421,3979730,60.83327,58.41001,63.25653,0.0007927
,"Broome County, NY",36007,Neoplasms,C00-D48,"Bone and articular cartilage, unspecified - Malignant neoplasms",C41.9,10,3979730,Unreliable,0.1205,0.4621,0.0000033
,"Broome County, NY",36007,Neoplasms,C00-D48,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,122,3979730,3.06553,2.52156,3.60951,0.0000399
,"Broome County, NY",36007,Neoplasms,C00-D48,Skin of scalp and neck - Malignant neoplasms,C44.4,12,3979730,Unreliable,0.1558,0.52671,0.0000039
,"Broome County, NY",36007,Neoplasms,C00-D48,"Malignant neoplasm of skin, unspecified - Malignant neoplasms",C44.9,19,3979730,Unreliable,0.28744,0.74555,0.0000062
,"Broome County, NY",36007,Neoplasms,C00-D48,"Mesothelioma, unspecified - Malignant neoplasms",C45.9,23,3979730,0.57793,0.36635,0.86718,0.0000075
,"Broome County, NY",36007,Neoplasms,C00-D48,"Peritoneum, unspecified - Malignant neoplasms",C48.2,17,3979730,Unreliable,0.24884,0.68393,0.0000056
,"Broome County, NY",36007,Neoplasms,C00-D48,"Connective and soft tissue, unspecified - Malignant neoplasms",C49.9,41,3979730,1.03022,0.73931,1.39761,0.0000134
,"Broome County, NY",36007,Neoplasms,C00-D48,"Breast, unspecified - Malignant neoplasms",C50.9,622,3979730,15.6292,14.40092,16.85748,0.0002037
,"Broome County, NY",36007,Neoplasms,C00-D48,"Vulva, unspecified - Malignant neoplasms",C51.9,22,3979730,0.5528,0.34644,0.83695,0.0000072
,"Broome County, NY",36007,Neoplasms,C00-D48,Malignant neoplasm of vagina,C52,10,3979730,Unreliable,0.1205,0.4621,0.0000033
,"Broome County, NY",36007,Neoplasms,C00-D48,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,53,3979730,1.33175,0.99757,1.74195,0.0000174
,"Broome County, NY",36007,Neoplasms,C00-D48,Endometrium - Malignant neoplasms,C54.1,59,3979730,1.48251,1.12856,1.91234,0.0000193
,"Broome County, NY",36007,Neoplasms,C00-D48,"Malignant neoplasm of uterus, part unspecified",C55,81,3979730,2.03531,1.61632,2.52971,0.0000265
,"Broome County, NY",36007,Neoplasms,C00-D48,Malignant neoplasm of ovary,C56,273,3979730,6.85976,6.04603,7.6735,0.0000894
,"Broome County, NY",36007,Neoplasms,C00-D48,Malignant neoplasm of prostate,C61,498,3979730,12.51341,11.41436,13.61246,0.0001631
,"Broome County, NY",36007,Neoplasms,C00-D48,"Malignant neoplasm of kidney, except renal pelvis",C64,229,3979730,5.75416,5.00888,6.49944,0.000075
,"Broome County, NY",36007,Neoplasms,C00-D48,"Bladder, unspecified - Malignant neoplasms",C67.9,257,3979730,6.45772,5.66819,7.24726,0.0000841
,"Broome County, NY",36007,Neoplasms,C00-D48,"Cerebrum, except lobes and ventricles - Malignant neoplasms",C71.0,11,3979730,Unreliable,0.13798,0.49456,0.0000036
,"Broome County, NY",36007,Neoplasms,C00-D48,"Brain, unspecified - Malignant neoplasms",C71.9,187,3979730,4.69881,4.02533,5.37229,0.0000612
,"Broome County, NY",36007,Neoplasms,C00-D48,Malignant neoplasm of thyroid gland,C73,24,3979730,0.60306,0.38639,0.8973,0.0000079
,"Broome County, NY",36007,Neoplasms,C00-D48,"Adrenal gland, unspecified - Malignant neoplasms",C74.9,10,3979730,Unreliable,0.1205,0.4621,0.0000033
,"Broome County, NY",36007,Neoplasms,C00-D48,"Head, face and neck - Malignant neoplasms",C76.0,11,3979730,Unreliable,0.13798,0.49456,0.0000036
,"Broome County, NY",36007,Neoplasms,C00-D48,Abdomen - Malignant neoplasms,C76.2,17,3979730,Unreliable,0.24884,0.68393,0.0000056
,"Broome County, NY",36007,Neoplasms,C00-D48,Secondary malignant neoplasm of liver - Malignant neoplasms,C78.7,39,3979730,0.97997,0.69685,1.33964,0.0000128
,"Broome County, NY",36007,Neoplasms,C00-D48,Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms,C79.3,20,3979730,0.50255,0.30697,0.77614,0.0000065
,"Broome County, NY",36007,Neoplasms,C00-D48,Secondary malignant neoplasm of bone and bone marrow - Malignant neoplasms,C79.5,10,3979730,Unreliable,0.1205,0.4621,0.0000033
,"Broome County, NY",36007,Neoplasms,C00-D48,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,C79.8,67,3979730,1.68353,1.30472,2.13802,0.0000219
,"Broome County, NY",36007,Neoplasms,C00-D48,Malignant neoplasm without specification of site,C80,488,3979730,12.26214,11.17418,13.3501,0.0001598
,"Broome County, NY",36007,Neoplasms,C00-D48,"Hodgkin disease, unspecified",C81.9,16,3979730,Unreliable,0.2298,0.65288,0.0000052
,"Broome County, NY",36007,Neoplasms,C00-D48,Non-Hodgkin lymphoma small cleaved cell (diffuse),C83.1,11,3979730,Unreliable,0.13798,0.49456,0.0000036
,"Broome County, NY",36007,Neoplasms,C00-D48,Non-Hodgkin lymphoma large cell (diffuse),C83.3,27,3979730,0.67844,0.4471,0.98709,0.0000088
,"Broome County, NY",36007,Neoplasms,C00-D48,"B-cell lymphoma, unspecified - Malignant neoplasms",C85.1,38,3979730,0.95484,0.6757,1.31059,0.0000124
,"Broome County, NY",36007,Neoplasms,C00-D48,"Non-Hodgkin lymphoma, unspecified type",C85.9,227,3979730,5.7039,4.96188,6.44592,0.0000743
,"Broome County, NY",36007,Neoplasms,C00-D48,Multiple myeloma - Malignant neoplasms,C90.0,165,3979730,4.14601,3.51339,4.77863,0.000054
,"Broome County, NY",36007,Neoplasms,C00-D48,Acute lymphoblastic leukaemia - Malignant neoplasms,C91.0,16,3979730,Unreliable,0.2298,0.65288,0.0000052
,"Broome County, NY",36007,Neoplasms,C00-D48,Chronic lymphocytic leukaemia - Malignant neoplasms,C91.1,84,3979730,2.1107,1.68358,2.61319,0.0000275
,"Broome County, NY",36007,Neoplasms,C00-D48,Acute myeloid leukaemia - Malignant neoplasms,C92.0,113,3979730,2.83939,2.31586,3.36292,0.000037
,"Broome County, NY",36007,Neoplasms,C00-D48,Chronic myeloid leukaemia - Malignant neoplasms,C92.1,18,3979730,Unreliable,0.26806,0.71482,0.0000059
,"Broome County, NY",36007,Neoplasms,C00-D48,Acute leukaemia of unspecified cell type - Malignant neoplasms,C95.0,64,3979730,1.60815,1.23847,2.05357,0.000021
,"Broome County, NY",36007,Neoplasms,C00-D48,"Leukaemia, unspecified - Malignant neoplasms",C95.9,53,3979730,1.33175,0.99757,1.74195,0.0000174
,"Broome County, NY",36007,Neoplasms,C00-D48,Malignant neoplasms of independent (primary) multiple sites,C97,96,3979730,2.41222,1.9539,2.94574,0.0000314
,"Broome County, NY",36007,Neoplasms,C00-D48,"Meninges, unspecified - Benign neoplasms",D32.9,10,3979730,Unreliable,0.1205,0.4621,0.0000033
,"Broome County, NY",36007,Neoplasms,C00-D48,"Trachea, bronchus and lung - Uncertain neoplasms",D38.1,10,3979730,Unreliable,0.1205,0.4621,0.0000033
,"Broome County, NY",36007,Neoplasms,C00-D48,"Brain, unspecified - Uncertain neoplasms",D43.2,34,3979730,0.85433,0.59165,1.19384,0.0000111
,"Broome County, NY",36007,Neoplasms,C00-D48,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",D46.9,104,3979730,2.61324,2.11099,3.11549,0.0000341
,"Broome County, NY",36007,Neoplasms,C00-D48,Chronic myeloproliferative disease - Uncertain neoplasms,D47.1,27,3979730,0.67844,0.4471,0.98709,0.0000088
,"Broome County, NY",36007,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,"Aplastic anaemia, unspecified",D61.9,14,3979730,Unreliable,0.19232,0.59023,0.0000046
,"Broome County, NY",36007,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,"Anaemia, unspecified",D64.9,51,3979730,1.28149,0.95416,1.68493,0.0000167
,"Broome County, NY",36007,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,"Coagulation defect, unspecified",D68.9,21,3979730,0.52767,0.32664,0.80661,0.0000069
,"Broome County, NY",36007,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,"Sarcoidosis, unspecified",D86.9,14,3979730,Unreliable,0.19232,0.59023,0.0000046
,"Broome County, NY",36007,"Endocrine, nutritional and metabolic diseases",E00-E88,"Hypothyroidism, unspecified",E03.9,27,3979730,0.67844,0.4471,0.98709,0.0000088
,"Broome County, NY",36007,"Endocrine, nutritional and metabolic diseases",E00-E88,"Insulin-dependent diabetes mellitus, with renal complications",E10.2,10,3979730,Unreliable,0.1205,0.4621,0.0000033
,"Broome County, NY",36007,"Endocrine, nutritional and metabolic diseases",E00-E88,"Insulin-dependent diabetes mellitus, without complications",E10.9,55,3979730,1.382,1.04112,1.79887,0.000018
,"Broome County, NY",36007,"Endocrine, nutritional and metabolic diseases",E00-E88,"Non-insulin-dependent diabetes mellitus, with renal complications",E11.2,49,3979730,1.23124,0.91088,1.62776,0.000016
,"Broome County, NY",36007,"Endocrine, nutritional and metabolic diseases",E00-E88,"Non-insulin-dependent diabetes mellitus, without complications",E11.9,118,3979730,2.96503,2.43004,3.50001,0.0000386
,"Broome County, NY",36007,"Endocrine, nutritional and metabolic diseases",E00-E88,"Unspecified diabetes mellitus, with ketoacidosis",E14.1,28,3979730,0.70357,0.46751,1.01685,0.0000092
,"Broome County, NY",36007,"Endocrine, nutritional and metabolic diseases",E00-E88,"Unspecified diabetes mellitus, with renal complications",E14.2,129,3979730,3.24143,2.68206,3.80079,0.0000422
,"Broome County, NY",36007,"Endocrine, nutritional and metabolic diseases",E00-E88,"Unspecified diabetes mellitus, with peripheral circulatory complications",E14.5,87,3979730,2.18608,1.75096,2.69653,0.0000285
,"Broome County, NY",36007,"Endocrine, nutritional and metabolic diseases",E00-E88,"Unspecified diabetes mellitus, with multiple complications",E14.7,17,3979730,Unreliable,0.24884,0.68393,0.0000056
,"Broome County, NY",36007,"Endocrine, nutritional and metabolic diseases",E00-E88,"Unspecified diabetes mellitus, without complications",E14.9,712,3979730,17.89066,16.57652,19.2048,0.0002331
